Source,Company,Title,Location,Posted Date,URL,Description
Remotive API,Lemon.io,Senior AI Engineer,"Northern America, LATAM, Europe, APAC",2026-09-18,https://remotive.com/remote-jobs/artificial-intelligence/senior-ai-engineer-2091131,"<p>Are you a talented Senior AI Engineer looking for a remote job that lets you show your skills and get decent compensation? Look no further than <a href=""https://lemon.io/for-developers/?utm_source=remotive&amp;utm_medium=job_ad&amp;utm_campaign=supply_en_ai_engineer_sep_2026_job_ad"" rel=""nofollow"" target=""_self"">Lemon.io</a> — the marketplace that connects you with hand-picked startups in the US and Europe.</p>
<p><strong> </strong></p>
<p><strong>What we offer:</strong></p>
<ul style="""">
<li style="""">The rate depends on your skills and experience. We've already paid out over $11M to our engineers.</li>
<li style="""">No more hunting for clients or negotiating rates — let us handle the business side of things so you can focus on what you do best.</li>
<li style="""">We'll manually find the best project for you according to your skills and preferences.</li>
<li style="""">Choose a schedule that works best for you. It’s possible to communicate async or minimally overlap within team working hours.</li>
<li style="""">We respect your seniority so you can expect no micromanagement or screen trackers.</li>
<li style="""">Most of our projects involve working in a fast-paced startup environment. We hope you like it as much as we do.</li>
<li style="""">Through our community, we will connect you with the best developers from more than 75 countries.</li>
</ul>
<p> </p>
<p>We have several AI-related roles: AI Engineer, AI Agent Architect, AI Automation Architect.</p>
<p><strong> </strong></p>
<p><strong>Requirements - AI Engineer:</strong></p>
<ul style="""">
<li style="""">3+ years of commercial experience applying AI to practical technology solutions</li>
<li style="""">A solid understanding of Python is a must; experience with other programming languages commonly used in AI is a plus</li>
<li style="""">Experience with Vector Databases, Pinecone or Weaviate is required</li>
<li style="""">2+ years of experience with LangChain is mandatory</li>
<li style="""">2+ years of experience with large language models (LLMs) or vLLMs is mandatory</li>
<li style="""">2+ years of experience with RAG or OpenAI is required</li>
</ul>
<p> </p>
<ul style="""">
<li style="""">
<p>Strong technical skills: as a Senior AI Engineer, you are expected to be able to create projects from scratch and have a deep understanding of application architecture.</p>
</li>
<li style="""">
<p>Clear and effective communication in English — advanced ability to discuss business tasks, justify decisions, and communicate issues. Good self-presentation is also essential for upcoming client calls.</p>
</li>
<li style="""">
<p>Strong self-organizational skills — ability to work full-time remotely with no supervision.</p>
</li>
<li style="""">
<p>Reliability — we want to trust you and expect that you won’t let us and the client down.</p>
</li>
<li style="""">
<p>Adaptability and Flexibility — the ability to onboard the project promptly after accepting it and start delivering results quickly.</p>
</li>
</ul>
<p> </p>
<p><strong>NOT YOUR TECH STACK?</strong></p>
<!-- notionvc: b4be6f5d-3162-4120-9d89-d20d1c5c0570 -->
<p>We're placing Senior Developers (4+ yrs commercial experience) across AI Agent Architecture, AI Automation Architecture, AI Engineering, Site Reliability Engineering, Platform Engineering, React &amp; Python, React &amp; Golang, Golang, React &amp; Java, React &amp; Ruby, Ruby, PHP &amp; Vue, Vue &amp; Node.js, React &amp; .NET, Android &amp; iOS, iOS &amp; Swift, Flutter &amp; Firebase, Solutions Engineer, Blockchain (Ethereum/Ethers.js/Wagmi/Viem/Solana), Angular &amp; Node.js, Vue &amp; .NET, Python &amp; Vue, DevOps, MLOps, Data Science, Angular &amp; PHP, Angular &amp; .NET, Symfony &amp; React, Symfony &amp; Vue, Symfony &amp; Angular, Python, Symfony &amp; JavaScript &amp; Next.js &amp; TypeScript, Data Analysis, React &amp; PHP, Data Engineering, Project Management, Product Management, QA Automation, QA Manual, Embedded Software Engineering, React Native &amp; Node, React Native &amp; React, React Native &amp; Ruby, React Native &amp; Python, WordPress, Android, Data Annotation, Angular, Python &amp; Node, React &amp; Node.js, Java &amp; Spring, Svelte &amp; Python, Svelte &amp; Node.js, Svelte &amp; TypeScript, Rust, Shopify &amp; JavaScript, Vue &amp; Nuxt, PHP &amp; Laravel, UI/UX Design, Animation, Graphic Design, React &amp; Node &amp; React Native, .NET &amp; C#, Electron, Scala, C++, Unreal Engine &amp; C++, Python &amp; LLM, Unity, or Machine Learning Engineering and more. Reach out and we'll match you.</p>
<p> </p>
<p>We work with developers from 75+ countries across Europe, Latin America, North America (the U.S. and Canada), selected countries in Asia (Japan, Singapore, South Korea, the Philippines, Indonesia, Malaysia, Vietnam, Thailand, and Israel), Oceania (Australia, New Zealand, and Papua New Guinea), and Africa (including Morocco and South Africa).</p>
<img src=""https://remotive.com/job/track/2091131/blank.gif?source=public_api"" alt=""""/>"
Remotive API,Lemon.io,Senior .NET Full-stack Developer,"Northern America, LATAM, Europe, APAC",2026-09-17,https://remotive.com/remote-jobs/software-development/senior-net-full-stack-developer-2091130,"<p>Are you a talented Senior Developer looking for a remote job that lets you show your skills and get decent compensation? Look no further than <a href=""https://lemon.io/for-developers/?utm_source=remotive&amp;utm_medium=job_ad&amp;utm_campaign=supply_en_.net/react_sep_2026_job_ad"" rel=""nofollow"" target=""_self"">Lemon.io</a> — the marketplace that connects you with hand-picked startups in the US and Europe.</p>
<p><strong> </strong></p>
<p><strong>What we offer:</strong></p>
<ul style="""">
<li style="""">The rate depends on your seniority level, skills and experience. We've already paid out over $11M to our engineers.</li>
<li style="""">No more hunting for clients or negotiating rates — let us handle the business side of things so you can focus on what you do best.</li>
<li style="""">Choose a schedule that works best for you. It’s possible to communicate async or minimally overlap within team working hours.</li>
<li style="""">We respect your seniority so you can expect no micromanagement or screen trackers.</li>
<li style="""">We will support you from the time you submit the application throughout all cooperation stages.</li>
<li style="""">Most of our projects involve working in a fast-paced startup environment. We hope you like it as much as we do.</li>
<li style="""">Through our community, we will connect you with the best developers from more than 75 countries.</li>
</ul>
<p><strong> </strong></p>
<p>Currently, we have multiple requests for Senior .NET Developers, including C# &amp; .NET, .NET &amp; React, and Angular &amp; .NET.</p>
<p> </p>
<p><strong>Requirements - .NET &amp; React:</strong></p>
<ul style="""">
<li style="""">4+ years of commercial experience in software development</li>
<li style="""">3+ years of commercial experience with .NET</li>
<li style="""">3+ years of commercial experience with React</li>
<li style="""">Expertise in TypeScript is required</li>
</ul>
<p> </p>
<p><strong>You should also have:</strong></p>
<ul style="""">
<li style="""">Strong technical skills: as a Senior Developer, you are expected to be able to create projects from scratch and have a deep understanding of application architecture.</li>
<li style="""">Clear and effective communication in English — advanced ability to discuss business tasks, justify decisions, and communicate issues. Good self-presentation is also essential for upcoming client calls.</li>
<li style="""">Strong self-organizational skills — ability to work full-time remotely with no supervision.</li>
<li style="""">Reliability — we want to trust you and expect that you won’t let us and the client down.</li>
<li style="""">Adaptability and Flexibility — the ability to onboard the project promptly after accepting it and start delivering results quickly.</li>
</ul>
<p> </p>
<p><strong>NOT YOUR TECH STACK?</strong></p>
<p>We're placing Senior Developers (4+ yrs commercial experience) across AI Agent Architecture, AI Automation Architecture, AI Engineering, Site Reliability Engineering, Platform Engineering, React &amp; Python, React &amp; Golang, Golang, React &amp; Java, React &amp; Ruby, Ruby, PHP &amp; Vue, Vue &amp; Node.js, Android &amp; iOS, iOS &amp; Swift, Flutter &amp; Firebase, Solutions Engineer, Blockchain (Ethereum/Ethers.js/Wagmi/Viem/Solana), Angular &amp; Node.js, Vue &amp; .NET, Python &amp; Vue, DevOps, MLOps, Data Science, Angular &amp; PHP, Symfony &amp; React, Symfony &amp; Vue, Symfony &amp; Angular, Python, Symfony &amp; JavaScript &amp; Next.js &amp; TypeScript, Data Analysis, React &amp; PHP, Data Engineering, Project Management, Product Management, QA Automation, QA Manual, Embedded Software Engineering, React Native &amp; Node, React Native &amp; React, React Native &amp; Ruby, React Native &amp; Python, WordPress, Android, Data Annotation, Angular, Python &amp; Node, React &amp; Node.js, Java &amp; Spring, Svelte &amp; Python, Svelte &amp; Node.js, Svelte &amp; TypeScript, Rust, Shopify &amp; JavaScript, Vue &amp; Nuxt, PHP &amp; Laravel, UI/UX Design, Animation, Graphic Design, React &amp; Node &amp; React Native, Electron, Scala, C++, Unreal Engine &amp; C++, Python &amp; LLM, Unity, or Machine Learning Engineering and more. Reach out and we'll match you.<!-- notionvc: ca1f3ac3-84c5-43b1-afcc-87ca485a3d6c --></p>
<p> </p>
<p><!-- notionvc: f63511c2-8e32-4a90-9a58-bb5bf25767b2 --></p>
<p>We work with developers from 75+ countries across Europe, Latin America, North America (the U.S. and Canada), selected countries in Asia (Japan, Singapore, South Korea, the Philippines, Indonesia, Malaysia, Vietnam, Thailand, and Israel), Oceania (Australia, New Zealand, and Papua New Guinea), and Africa (including Morocco and South Africa).</p>
<img src=""https://remotive.com/job/track/2091130/blank.gif?source=public_api"" alt=""""/>"
Remotive API,Lemon.io,Senior Data Scientist,"Northern America, LATAM, Europe, APAC",2026-09-16,https://remotive.com/remote-jobs/data/senior-data-scientist-2091129,"<p>Are you a talented Senior Data Scientist looking for a remote job that lets you show your skills and get decent compensation? Look no further than <a href=""https://lemon.io/for-developers/?utm_source=remotive&amp;utm_medium=job_ad&amp;utm_campaign=supply_en_data_scientist_sep_2026_job_ad"" rel=""nofollow"" target=""_self"">Lemon.io</a> — the marketplace that connects you with hand-picked startups in the US and Europe.</p>
<p><strong> </strong></p>
<p><strong>What we offer:</strong></p>
<ul style="""">
<li style="""">The rate depends on your skills and experience. We've already paid out over $11M to our engineers.</li>
<li style="""">No more hunting for clients or negotiating rates — let us handle the business side of things so you can focus on what you do best.</li>
<li style="""">We'll manually find the best project for you according to your skills and preferences.</li>
<li style="""">Choose a schedule that works best for you. It’s possible to communicate async or minimally overlap within team working hours.</li>
<li style="""">We respect your seniority so you can expect no micromanagement or screen trackers.</li>
<li style="""">Most of our projects involve working in a fast-paced startup environment. We hope you like it as much as we do.</li>
</ul>
<p> </p>
<p><strong>Requirements — Data Scientist:</strong></p>
<ul style="""">
<li style="""">
<p>4+ years of commercial experience as a Data Scientist</p>
</li>
<li style="""">
<p>3+ years of commercial experience with Python is a must</p>
</li>
<li style="""">
<p>3+ years of commercial experience with Databricks</p>
</li>
<li style="""">
<p>Experience with RAG and LLM is a must</p>
</li>
</ul>
<p> </p>
<ul style="""">
<li style="""">
<p>Strong technical skills: as a Senior Data Scientist, you are expected to be able to create projects from scratch and have a deep understanding of application architecture.</p>
</li>
<li style="""">
<p>Clear and effective communication in English — advanced ability to discuss business tasks, justify decisions, and communicate issues. Good self-presentation is also essential for upcoming client calls.</p>
</li>
<li style="""">
<p>Strong self-organizational skills — ability to work full-time remotely with no supervision.</p>
</li>
<li style="""">
<p>Reliability — we want to trust you and expect that you won’t let us and the client down.</p>
</li>
<li style="""">
<p>Adaptability and Flexibility — the ability to onboard the project promptly after accepting it and start delivering results quickly.</p>
</li>
</ul>
<p> </p>
<p><strong>NOT YOUR TECH STACK?</strong></p>
<!-- notionvc: 51e445a2-2ec6-4068-951e-8fbeded91d4d -->
<p>We're placing Senior Developers (4+ yrs commercial experience) across AI Agent Architecture, AI Automation Architecture, AI Engineering, Site Reliability Engineering, Platform Engineering, React &amp; Python, React &amp; Golang, Golang, React &amp; Java, React &amp; Ruby, Ruby, PHP &amp; Vue, Vue &amp; Node.js, React &amp; .NET, Android &amp; iOS, iOS &amp; Swift, Flutter &amp; Firebase, Solutions Engineer, Blockchain (Ethereum/Ethers.js/Wagmi/Viem/Solana), Angular &amp; Node.js, Vue &amp; .NET, Python &amp; Vue, DevOps, MLOps, Angular &amp; PHP, Angular &amp; .NET, Symfony &amp; React, Symfony &amp; Vue, Symfony &amp; Angular, Python, Symfony &amp; JavaScript &amp; Next.js &amp; TypeScript, Data Analysis, React &amp; PHP, Data Engineering, Project Management, Product Management, QA Automation, QA Manual, Embedded Software Engineering, React Native &amp; Node, React Native &amp; React, React Native &amp; Ruby, React Native &amp; Python, WordPress, Android, Data Annotation, Angular, Python &amp; Node, React &amp; Node.js, Java &amp; Spring, Svelte &amp; Python, Svelte &amp; Node.js, Svelte &amp; TypeScript, Rust, Shopify &amp; JavaScript, Vue &amp; Nuxt, PHP &amp; Laravel, UI/UX Design, Animation, Graphic Design, React &amp; Node &amp; React Native, .NET &amp; C#, Electron, Scala, C++, Unreal Engine &amp; C++, Python &amp; LLM, Unity, or Machine Learning Engineering and more. Reach out and we'll match you.</p>
<p> </p>
<p>We do not provide visa assistance, and our cooperation model does not include the benefits typically offered with direct hire.</p>
<p><!-- notionvc: ced0fb9d-b75c-4cc7-b126-0a3525c13610 --></p>
<p>We work with developers from 75+ countries across Europe, Latin America, North America (the U.S. and Canada), selected countries in Asia (Japan, Singapore, South Korea, the Philippines, Indonesia, Malaysia, Vietnam, Thailand, and Israel), Oceania (Australia, New Zealand, and Papua New Guinea), and Africa (including Morocco and South Africa).</p>
<img src=""https://remotive.com/job/track/2091129/blank.gif?source=public_api"" alt=""""/>"
Remotive API,Lemon.io,Senior React Full-stack Developer,"LATAM, Europe, USA, Canada, APAC",2026-08-27,https://remotive.com/remote-jobs/software-development/senior-react-full-stack-developer-2091101,"<p>Are you a talented Senior Developer looking for a remote job that lets you show your skills and get decent compensation? Look no further than <a href=""https://lemon.io/for-developers/?utm_source=remotive&amp;utm_medium=job_ad&amp;utm_campaign=supply_en_full_stack_react/node_aug_2026_job_ad"" rel=""nofollow"" target=""_self"">Lemon.io</a> — the marketplace that connects you with hand-picked startups in the US and Europe.</p>
<p><strong> </strong></p>
<p><strong>What we offer:</strong></p>
<ul style="""">
<li style="""">The rate depends on your seniority level, skills and experience. We've already paid out over $11M to our engineers.</li>
<li style="""">No more hunting for clients or negotiating rates — let us handle the business side of things so you can focus on what you do best.</li>
<li style="""">We'll manually find the best project for you according to your skills and preferences.</li>
<li style="""">Choose a schedule that works best for you. It’s possible to communicate async or minimally overlap within team working hours.</li>
<li style="""">We respect your seniority so you can expect no micromanagement or screen trackers.</li>
<li style="""">Communicate directly with the clients. Most of them have technical backgrounds. Sounds good, yeah?</li>
<li style="""">We will support you from the time you submit the application throughout all cooperation stages.</li>
<li style="""">Most of our projects involve working in a fast-paced startup environment. We hope you like it as much as we do.</li>
<li style="""">Through our community, we will connect you with the best developers from more than 75 countries.</li>
</ul>
<p>We have several open positions for Full-Stack React.js Developers - please see the details below. We also have some backend positions; the full list is included below as well.</p>
<div class=""h3""><strong> </strong></div>
<div class=""h3""><strong>Requirements for the Senior Node &amp; React Position:</strong></div>
<ul style="""">
<li style="""">5+ years of software development experience</li>
</ul>
<p><strong>Commercial experience:</strong></p>
<ul style="""">
<li style="""">React.js: 3+ years, Node.js: 5+ years, and Next.js: 2+ years<br><strong>OR</strong><br>React.js: 5+ years, Node.js: 3+ years, and Next.js: 2+ years</li>
<li style="""">Expertise in AWS, TypeScript and AI-assisted coding is a must.</li>
</ul>
<div class=""h3""><strong> </strong></div>
<div class=""h3""> </div>
<p><strong>Other requirements:</strong></p>
<ul style="""">
<li style="""">Strong technical skills: as a Senior Developer, you are expected to be able to create projects from scratch and have a deep understanding of application architecture.</li>
<li style="""">Clear and effective communication in English — advanced ability to discuss business tasks, justify decisions, and communicate issues. Good self-presentation is also essential for upcoming client calls.</li>
<li style="""">Strong self-organizational skills — ability to work full-time remotely with no supervision.</li>
<li style="""">Reliability — we want to trust you and expect that you won’t let us and the client down.</li>
<li style="""">Adaptability and Flexibility — the ability to onboard the project promptly after accepting it and start delivering results quickly.</li>
</ul>
<p> </p>
<p>Sounds good for you?</p>
<p><strong> </strong></p>
<p><strong>NOT YOUR TECH STACK?</strong></p>
<!-- notionvc: 3526c778-a484-4c22-b53e-74676265aaa2 -->
<p>We're placing Senior Developers (4+ yrs commercial experience) across AI Agent Architecture, AI Automation Architecture, AI Engineering, Site Reliability Engineering, Platform Engineering, React &amp; Python, React &amp; Golang, Golang, React &amp; Java, React &amp; Ruby, Ruby, PHP &amp; Vue, Vue &amp; Node.js, React &amp; .NET, Android &amp; iOS, iOS &amp; Swift, Flutter &amp; Firebase, Solutions Engineer, Blockchain (Ethereum/Ethers.js/Wagmi/Viem/Solana), Angular &amp; Node.js, Vue &amp; .NET, Python &amp; Vue, DevOps, MLOps, Data Science, Angular &amp; PHP, Angular &amp; .NET, Symfony &amp; React, Symfony &amp; Vue, Symfony &amp; Angular, Python, Symfony &amp; JavaScript &amp; Next.js &amp; TypeScript, Data Analysis, React &amp; PHP, Data Engineering, Project Management, Product Management, QA Automation, QA Manual, Embedded Software Engineering, React Native &amp; Node, React Native &amp; React, React Native &amp; Ruby, React Native &amp; Python, WordPress, Android, Data Annotation, Angular, Python &amp; Node, Java &amp; Spring, Svelte &amp; Python, Svelte &amp; Node.js, Svelte &amp; TypeScript, Rust, Shopify &amp; JavaScript, Vue &amp; Nuxt, PHP &amp; Laravel, UI/UX Design, Animation, Graphic Design, React &amp; Node &amp; React Native, .NET &amp; C#, Electron, Scala, C++, Unreal Engine &amp; C++, Python &amp; LLM, Unity, or Machine Learning Engineering and more. Reach out and we'll match you.We do not provide visa assistance, and our cooperation model does not include the benefits typically offered with direct hire.</p>
<p><!-- notionvc: 271b408b-d294-4ca3-b08f-0bcae9a0a367 --></p>
<p> </p>
<p>We work with developers from 75+ countries across Europe, Latin America, North America (the U.S. and Canada), selected countries in Asia (Japan, Singapore, South Korea, the Philippines, Indonesia, Malaysia, Vietnam, Thailand, and Israel), Oceania (Australia, New Zealand, and Papua New Guinea), and Africa (including Morocco and South Africa).</p>
<img src=""https://remotive.com/job/track/2091101/blank.gif?source=public_api"" alt=""""/>"
Remotive API,Lemon.io,Senior QA Engineer,Europe,2026-08-26,https://remotive.com/remote-jobs/qa/senior-qa-engineer-2091100,"<p>Are you a talented QA looking for a remote job that lets you show your skills and get better compensation and career growth? Look no further than <a href=""https://lemon.io/for-developers/?utm_source=remotive&amp;utm_medium=job_ad&amp;utm_campaign=supply_en_qa_client_aug_2026_job_ad"" rel=""nofollow"" target=""_self"">Lemon.io</a> - the marketplace that connects you with hand-picked startups in the US and Europe.</p>
<p><strong> </strong></p>
<p><strong>Requirements:</strong></p>
<ul style="""">
<li style="""">
<p>3+ years of experience in automation testing</p>
</li>
<li style="""">
<p>2+ years of experience in manual testing</p>
</li>
<li style="""">
<p>3+ years of experience working with Cypress or Selenium</p>
</li>
<li style="""">
<p>Exceptional attention to detail</p>
</li></ul><p><br></p><ul style="""">
<li style="""">
<p>Good command of English, both written and spoken.</p>
</li>
<li style="""">
<p>Strong organizational skills — ability to work full-time remotely with no supervision</p>
</li>
<li style="""">
<p>Responsibility — we want to trust you!</p>
</li>
<li style="""">
<p>Soft skills — we don’t ask you to find a topic for small talk, but being just polite is OK.</p>
</li>
</ul>
<p><strong> </strong></p>
<p><strong>NOT YOUR TECH STACK?</strong></p>
<p>We're placing Senior Developers (4+ yrs commercial experience) across AI Agent Architecture, AI Automation Architecture, AI Engineering, Site Reliability Engineering, Platform Engineering, React &amp; Python, React &amp; Golang, Golang, React &amp; Java, React &amp; Ruby, Ruby, PHP &amp; Vue, Vue &amp; Node.js, React &amp; .NET, Android &amp; iOS, iOS &amp; Swift, Flutter &amp; Firebase, Solutions Engineer, Blockchain (Ethereum/Ethers.js/Wagmi/Viem/Solana), Angular &amp; Node.js, Vue &amp; .NET, Python &amp; Vue, DevOps, MLOps, Data Science, Angular &amp; PHP, Angular &amp; .NET, Symfony &amp; React, Symfony &amp; Vue, Symfony &amp; Angular, Python, Symfony &amp; JavaScript &amp; Next.js &amp; TypeScript, Data Analysis, React &amp; PHP, Data Engineering, Project Management, Product Management,  Embedded Software Engineering, React Native &amp; Node, React Native &amp; React, React Native &amp; Ruby, React Native &amp; Python, WordPress, Android, Data Annotation, Angular, Python &amp; Node, React &amp; Node.js, Java &amp; Spring, Svelte &amp; Python, Svelte &amp; Node.js, Svelte &amp; TypeScript, Rust, Shopify &amp; JavaScript, Vue &amp; Nuxt, PHP &amp; Laravel, UI/UX Design, Animation, Graphic Design, React &amp; Node &amp; React Native, .NET &amp; C#, Electron, Scala, C++, Unreal Engine &amp; C++, Python &amp; LLM, Unity, or Machine Learning Engineering and more. Reach out and we'll match you.<!-- notionvc: 173d398e-a6aa-4d9b-b4a5-61d4eb5a8662 --><!-- notionvc: 9c957f50-5bb9-4140-ae1d-857127283109 --></p>
<img src=""https://remotive.com/job/track/2091100/blank.gif?source=public_api"" alt=""""/>"
